customer_key,customer_name,age,age_group,customer_segment,total_sales,total_orders,total_quantity,total_products,last_order,recency,lifespan,avg_order_value,avg_monthly_sales
316,Mya Flores,55,50-64,New,47,2,4,3,2013-12-03,141,10,23,4
317,Hailey Ward,66,65 and Above,New,42,2,3,3,2013-12-17,141,7,21,6
318,Luke Allen,66,65 and Above,New,2350,1,2,2,2013-01-12,152,0,2350,2350
319,Victoria Russell,62,50-64,VIP,5873,2,2,2,2013-02-18,151,17,2936,345
320,Jessica Wilson,67,65 and Above,New,44,2,4,3,2013-11-08,142,1,22,44
321,Jade Bailey,77,65 and Above,VIP,5930,2,4,4,2013-02-24,151,17,2965,348
322,Morgan Hill,83,65 and Above,New,72,2,5,5,2013-08-19,145,2,36,36
323,Terrance Raman,81,65 and Above,New,37,2,2,2,2013-05-28,148,3,18,12
324,Sydney Garcia,82,65 and Above,New,44,2,4,3,2013-05-21,148,2,22,22
325,Jose Patterson,82,65 and Above,VIP,6074,2,6,6,2013-01-30,152,16,3037,379
326,Zachary Anderson,81,65 and Above,VIP,5945,2,4,4,2013-02-05,151,17,2972,349
327,Elijah Ross,81,65 and Above,VIP,6044,2,7,7,2013-01-31,152,16,3022,377
328,Rafael Xie,81,65 and Above,VIP,5948,2,5,5,2013-02-20,151,17,2974,349
329,Jaime Moreno,80,65 and Above,VIP,5915,2,5,5,2013-02-01,151,17,2957,347
330,Julian Griffin,80,65 and Above,New,4718,2,4,4,2013-04-07,149,3,2359,1572
331,Andy Alvarez,79,65 and Above,VIP,5898,2,2,2,2013-02-10,151,17,2949,346
332,Ryan Thompson,80,65 and Above,New,1134,27,57,24,2014-01-22,140,11,42,103
333,Samantha Jenkins,51,50-64,New,1327,27,58,24,2014-01-24,140,11,49,120
334,Deanna Ramos,57,50-64,VIP,5755,2,3,3,2013-01-06,152,15,2877,383
335,Emily Miller,57,50-64,VIP,8163,3,6,6,2013-07-14,146,28,2721,291
336,Nicole Brown,59,50-64,VIP,8154,3,6,6,2013-07-27,146,28,2718,291
337,Carla Raman,48,36-49,VIP,5744,2,4,4,2013-01-04,152,15,2872,382
338,Shaun Raji,52,50-64,New,4441,2,5,5,2013-01-05,152,4,2220,1110
339,Jerome Romero,58,50-64,VIP,8162,3,8,7,2013-07-19,146,28,2720,291
340,Frank Navarro,53,50-64,VIP,5745,2,5,5,2012-12-30,153,14,2872,410
341,Dennis She,58,50-64,New,4379,2,3,3,2013-01-25,152,3,2189,1459
342,Melody Munoz,78,65 and Above,New,4413,2,5,5,2013-01-02,152,3,2206,1471
343,Randy Zeng,83,65 and Above,VIP,8192,3,8,8,2013-07-19,146,27,2730,303
344,Marshall Wang,52,50-64,New,49,1,3,3,2013-07-12,146,0,49,49
345,Arthur Carlson,50,50-64,VIP,8222,3,9,9,2013-07-24,146,27,2740,304
346,Jessie Jimenez,62,50-64,VIP,8119,3,7,7,2013-07-23,146,26,2706,312
347,Robin Ramos,63,50-64,New,4404,2,3,3,2012-12-31,153,2,2202,2202
348,Deanna Gutierrez,59,50-64,New,4503,2,7,7,2013-02-11,151,4,2251,1125
349,Roy Navarro,53,50-64,New,14,1,2,2,2013-03-16,150,0,14,14
350,Shawn Rai,64,50-64,New,68,1,3,3,2013-03-31,150,0,68,68
351,Mindy Luo,60,50-64,New,68,1,3,3,2014-01-13,140,0,68,68
352,Cara Zhou,83,65 and Above,New,38,1,3,3,2013-02-05,151,0,38,38
353,Anne Ramos,75,65 and Above,VIP,8068,3,5,5,2013-08-28,145,26,2689,310
354,Raymond Rodriguez,80,65 and Above,New,14,1,2,2,2013-05-01,148,0,14,14
355,Carrie Ortega,79,65 and Above,VIP,8078,3,6,6,2013-08-08,145,26,2692,310
356,Deanna Suarez,78,65 and Above,New,23,1,3,3,2013-12-03,141,0,23,23
357,Roberto Gutierrez,77,65 and Above,New,14,1,2,2,2013-09-26,144,0,14,14
358,Terrence Carson,40,36-49,VIP,5069,3,8,8,2013-10-31,143,29,1689,174
359,Ramon Ye,41,36-49,Regular,4943,3,5,5,2013-10-29,143,28,1647,176
360,Cynthia Malhotra,41,36-49,VIP,5034,3,8,8,2013-11-14,142,29,1678,173
361,Jarrod Prasad,41,36-49,Regular,4959,3,8,8,2013-12-04,141,30,1653,165
362,Tyrone Serrano,41,36-49,VIP,5025,3,6,6,2013-12-22,141,30,1675,167
363,Cindy Ramos,43,36-49,New,115,2,4,4,2013-11-24,142,1,57,115
364,Damien Shan,42,36-49,New,77,2,3,3,2013-09-24,144,6,38,12
365,Julian Ross,42,36-49,VIP,5035,3,5,5,2013-12-18,141,30,1678,167
366,Jennifer Collins,40,36-49,Regular,4921,3,4,4,2013-12-26,141,30,1640,164
367,Brittney Sun,41,36-49,VIP,5024,3,7,7,2013-12-22,141,31,1674,162
368,Virginia Patel,40,36-49,New,77,2,3,3,2013-08-15,145,2,38,38
369,Calvin Nara,41,36-49,New,86,2,4,4,2013-11-25,142,4,43,21
370,Edward Miller,41,36-49,VIP,5105,3,11,11,2013-12-01,141,30,1701,170
371,Ashlee Tang,41,36-49,New,119,2,4,4,2013-12-27,141,5,59,23
372,Alicia Xu,42,36-49,New,80,2,3,3,2013-10-01,143,3,40,26
373,Lacey Jai,42,36-49,New,75,2,2,2,2013-12-28,141,1,37,75
374,Wendy Romero,42,36-49,Regular,4965,3,5,5,2013-12-14,141,30,1655,165
375,Carly Luo,71,65 and Above,New,38,1,3,3,2013-08-27,145,0,38,38
376,Jimmy Ortega,77,65 and Above,New,69,1,3,3,2013-04-15,149,0,69,69
377,Francisco Martinez,77,65 and Above,New,14,1,2,2,2013-10-17,143,0,14,14
378,Lance Vazquez,77,65 and Above,New,78,1,2,2,2013-10-15,143,0,78,78
379,David Robinett,59,50-64,New,84,1,3,3,2013-02-28,151,0,84,84
380,Shannon Liang,60,50-64,New,4436,2,4,4,2013-02-14,151,4,2218,1109
381,Gary Vazquez,49,36-49,New,4426,2,4,4,2013-02-26,151,4,2213,1106
382,Mitchell Kumar,61,50-64,VIP,5838,2,6,6,2013-02-03,151,16,2919,364
383,Meredith Raman,55,50-64,VIP,8161,3,5,5,2013-08-18,145,26,2720,313
384,Edward Patterson,51,50-64,New,4344,2,2,2,2013-02-16,151,3,2172,1448
385,Marie Gill,59,50-64,New,49,1,3,3,2014-01-01,140,0,49,49
386,Tiffany Wang,54,50-64,New,49,1,3,3,2013-08-02,145,0,49,49
387,Miguel Allen,54,50-64,New,14,1,2,2,2013-07-06,146,0,14,14
388,Jaclyn Cai,54,50-64,New,69,1,3,3,2013-11-02,142,0,69,69
389,Megan Ramirez,61,50-64,VIP,6959,3,6,6,2013-04-01,149,21,2319,331
390,Joseph Martin,60,50-64,VIP,6987,3,7,7,2013-04-26,149,21,2329,332
391,Karl Shan,44,36-49,New,69,1,3,3,2013-11-17,142,0,69,69
392,Christine Raji,49,36-49,New,49,1,3,3,2013-11-07,142,0,49,49
393,Lindsay Xie,49,36-49,New,34,1,2,2,2013-10-26,143,0,34,34
394,Willie Zhao,44,36-49,New,29,1,1,1,2013-03-29,150,0,29,29
395,Kurt Pal,51,50-64,New,14,1,2,2,2013-07-16,146,0,14,14
396,George McDonald,50,50-64,VIP,8162,3,7,7,2013-08-02,145,25,2720,326
397,Beth Gutierrez,49,36-49,VIP,5730,2,3,3,2013-02-20,151,15,2865,382
398,Ian Lopez,50,50-64,New,29,1,1,1,2013-10-26,143,0,29,29
399,Latoya Shan,51,50-64,New,38,1,3,3,2013-07-07,146,0,38,38
400,Colin Nath,50,50-64,VIP,8114,3,4,4,2013-08-02,145,25,2704,324
401,Brenda Mehta,50,50-64,New,14,1,2,2,2013-04-13,149,0,14,14
402,Franklin Raji,45,36-49,VIP,6968,3,8,7,2013-07-19,146,24,2322,290
403,Linda Navarro,50,50-64,New,5020,3,6,6,2013-03-08,150,5,1673,1004
404,Kelli Cai,50,50-64,New,5059,3,10,9,2013-04-02,149,5,1686,1011
405,Nancy Schmidt,45,36-49,New,5032,3,9,9,2013-05-28,148,7,1677,718
406,Megan Taylor,68,65 and Above,New,34,1,2,2,2013-02-10,151,0,34,34
407,Bonnie Goel,68,65 and Above,New,54,1,1,1,2013-03-31,150,0,54,54
408,Latoya Xu,68,65 and Above,New,4415,2,6,6,2013-02-09,151,3,2207,1471
409,Mario She,68,65 and Above,New,54,1,1,1,2013-06-23,147,0,54,54
410,Darren Gill,61,50-64,New,34,1,3,3,2013-03-05,150,0,34,34
411,Jacqueline Hayes,46,36-49,New,4444,2,5,5,2013-01-28,152,2,2222,2222
412,Maurice Goel,NULL,65 and Above,New,4464,2,5,5,2013-02-04,151,3,2232,1488
413,Devin Ross,66,65 and Above,New,38,1,3,3,2013-08-04,145,0,38,38
414,Sydney Bryant,66,65 and Above,VIP,9880,4,11,10,2013-10-11,143,23,2470,429
415,Megan Stewart,66,65 and Above,VIP,7190,4,11,10,2013-09-05,144,25,1797,287
416,Ian Richardson,66,65 and Above,VIP,7191,4,10,10,2013-09-15,144,25,1797,287
417,Randy She,76,65 and Above,New,14,1,2,2,2013-08-16,145,0,14,14
418,Katrina Becker,75,65 and Above,New,4928,3,5,4,2013-05-05,148,6,1642,821
419,Lacey Zheng,75,65 and Above,VIP,11248,7,17,14,2013-12-15,141,13,1606,865
420,Rafael Hu,75,65 and Above,New,40,1,2,2,2013-12-17,141,0,40,40
421,Kyle Scott,75,65 and Above,New,231,2,6,6,2013-06-27,147,3,115,77
422,Jordan Turner,73,65 and Above,VIP,11200,7,17,16,2013-11-29,142,12,1600,933
423,Amy Sun,73,65 and Above,VIP,9780,4,4,4,2013-10-09,143,23,2445,425
424,Dustin Deng,73,65 and Above,VIP,7075,4,10,10,2013-11-03,142,27,1768,262
425,Jasmine Stewart,65,65 and Above,VIP,9905,4,10,10,2013-10-20,143,22,2476,450
426,Pamela Garcia,61,50-64,New,44,1,2,2,2013-04-21,149,0,44,44
427,Ariana Gray,60,50-64,VIP,10528,6,15,15,2013-12-21,141,13,1754,809
428,Kristopher Mehta,66,65 and Above,New,35,1,1,1,2013-04-09,149,0,35,35
429,Desiree Dominguez,66,65 and Above,VIP,9918,4,9,8,2013-10-20,143,22,2479,450
430,Deanna Perez,66,65 and Above,VIP,9954,4,12,12,2013-10-22,143,22,2488,452
431,Marco Lopez,67,65 and Above,VIP,10468,6,17,14,2013-12-24,141,12,1744,872
432,Casey Yuan,68,65 and Above,New,85,1,2,2,2013-03-19,150,0,85,85
433,Bryant Garcia,51,50-64,VIP,9913,4,11,8,2013-09-30,144,21,2478,472
434,Dominique Prasad,68,65 and Above,VIP,9330,6,16,15,2013-12-25,141,12,1555,777
435,Maurice Shan,68,65 and Above,New,12914,6,12,12,2013-09-14,144,9,2152,1434
436,Andre Lopez,63,50-64,New,70,2,4,4,2013-07-15,146,1,35,70
437,Robin Romero,70,65 and Above,New,35,1,1,1,2014-01-04,140,0,35,35
438,Taylor Cox,69,65 and Above,New,81,2,4,4,2013-06-19,147,1,40,81
439,Alfredo Moreno,70,65 and Above,New,54,1,1,1,2013-12-19,141,0,54,54
440,Jenny Nara,70,65 and Above,New,35,1,1,1,2013-02-05,151,0,35,35
441,Janet Munoz,72,65 and Above,New,12488,6,14,12,2013-10-20,143,11,2081,1135
442,Sergio Weber,72,65 and Above,New,78,1,2,2,2013-03-27,150,0,78,78
443,Erika Gomez,73,65 and Above,New,44,1,2,2,2014-01-08,140,0,44,44
444,Joseph Harris,72,65 and Above,New,35,1,1,1,2013-09-29,144,0,35,35
445,Grace Griffin,44,36-49,VIP,8235,3,8,8,2013-10-01,143,28,2745,294
446,Tina Mehta,44,36-49,VIP,8136,3,5,5,2013-06-02,147,24,2712,339
447,Kari Kim,45,36-49,VIP,8098,3,5,5,2013-06-28,147,24,2699,337
448,Bethany Chander,45,36-49,VIP,8237,3,7,6,2013-06-21,147,24,2745,343
449,Jennifer Roberts,45,36-49,VIP,8078,3,6,6,2013-05-31,148,23,2692,351
450,Kyle Patterson,45,36-49,VIP,8132,3,7,7,2013-06-21,147,24,2710,338
451,Alvin Hu,45,36-49,VIP,8130,3,7,7,2013-06-24,147,24,2710,338
452,Brett Mehta,44,36-49,VIP,8173,3,9,9,2013-06-17,147,24,2724,340
453,Ruben Muñoz,45,36-49,VIP,8250,3,9,9,2013-06-05,147,23,2750,358
454,Erika Rubio,46,36-49,VIP,8183,3,5,5,2013-06-12,147,23,2727,355
455,Stanley Malhotra,41,36-49,VIP,8177,3,6,6,2013-06-19,147,23,2725,355
456,Melinda Navarro,46,36-49,VIP,8089,3,4,4,2013-06-18,147,23,2696,351
457,Ross Sanz,46,36-49,VIP,8142,3,5,5,2013-05-31,148,22,2714,370
458,Jon Gao,45,36-49,VIP,8224,3,11,10,2013-05-31,148,22,2741,373
459,Jaime Gutierrez,47,36-49,VIP,8211,3,10,9,2013-06-01,147,23,2737,357
460,Bianca Liu,47,36-49,New,97,3,7,7,2014-01-18,140,10,32,9
461,Tasha Deng,47,36-49,VIP,8141,3,5,5,2013-06-18,147,23,2713,353
462,Melvin Chande,42,36-49,VIP,8137,3,6,6,2013-06-10,147,23,2712,353
463,Victor Jimenez,48,36-49,VIP,8089,3,4,4,2013-07-21,146,24,2696,337
464,Laura Lin,48,36-49,VIP,8116,3,5,5,2013-07-25,146,24,2705,338
465,Alisha Beck,48,36-49,New,48,3,4,4,2013-12-13,141,9,16,5
466,Alejandro Huang,48,36-49,VIP,8128,3,7,7,2013-07-01,146,24,2709,338
467,Louis Luo,49,36-49,VIP,8158,3,4,4,2013-07-13,146,24,2719,339
468,Grant Tang,48,36-49,New,90,3,7,7,2013-08-21,145,3,30,30
469,Arturo Zheng,50,50-64,New,56,3,5,4,2014-01-02,140,6,18,9
470,Jaclyn Andersen,45,36-49,VIP,6960,3,4,4,2013-08-21,145,24,2320,290
471,Edwin Raji,47,36-49,New,25,1,2,2,2013-08-09,145,0,25,25
472,Jay Suarez,46,36-49,Regular,4344,2,2,1,2013-02-21,151,13,2172,334
473,Latasha Suarez,46,36-49,New,54,1,1,1,2013-05-17,148,0,54,54
474,Kenneth Kumar,57,50-64,VIP,8165,3,6,6,2013-10-26,143,27,2721,302
475,Grace Henderson,39,36-49,New,63,1,2,2,2013-06-02,147,0,63,63
476,Melvin Xu,40,36-49,New,49,1,3,3,2013-09-26,144,0,49,49
477,Cesar Subram,41,36-49,New,69,1,4,4,2013-04-23,149,0,69,69
478,Erika Navarro,45,36-49,New,54,1,1,1,2013-11-01,142,0,54,54
479,Tristan Hughes,41,36-49,New,35,1,1,1,2013-09-25,144,0,35,35
480,Billy Hernandez,41,36-49,New,54,1,1,1,2013-04-19,149,0,54,54
481,Darryl Wu,47,36-49,New,4970,3,9,9,2013-05-24,148,5,1656,994
482,Colleen Ma,41,36-49,New,4935,3,7,6,2013-07-25,146,7,1645,705
483,Erica Hu,47,36-49,Regular,4978,3,6,6,2013-04-21,149,15,1659,331
484,Adrienne Torres,47,36-49,VIP,8143,3,5,5,2013-09-10,144,24,2714,339
485,Calvin Chande,42,36-49,New,4966,3,4,3,2013-07-19,146,7,1655,709
486,Erick Sai,42,36-49,Regular,4985,3,6,6,2013-03-30,150,14,1661,356
487,Donald Chandra,47,36-49,VIP,7049,3,7,7,2013-09-12,144,24,2349,293
488,Ariana Rogers,43,36-49,New,35,1,1,1,2013-11-24,142,0,35,35
489,Morgan Jones,48,36-49,New,54,1,1,1,2013-12-15,141,0,54,54
490,Jermaine Lopez,48,36-49,VIP,8090,3,5,5,2013-08-30,145,22,2696,367
491,Deborah Goel,49,36-49,VIP,8127,3,7,7,2013-09-28,144,23,2709,353
492,Danny Rubio,49,36-49,New,54,1,1,1,2013-04-04,149,0,54,54
493,Andre Perez,43,36-49,VIP,8158,3,7,7,2013-09-07,144,22,2719,370
494,Terrence Chander,43,36-49,Regular,4404,2,3,3,2013-02-19,151,12,2202,367
495,Dawn Wu,49,36-49,VIP,6959,3,6,6,2013-09-12,144,22,2319,316
496,Jimmy Gutierrez,49,36-49,VIP,6974,3,5,5,2013-09-30,144,21,2324,332
497,Francis Jimenez,48,36-49,New,14,1,2,2,2013-10-26,143,0,14,14
498,Gary Ortega,49,36-49,VIP,7014,3,7,7,2013-11-05,142,24,2338,292
499,Katrina Nath,44,36-49,New,35,1,1,1,2013-11-04,142,0,35,35
500,Arturo Sun,46,36-49,New,560,16,30,18,2014-01-09,140,11,35,50
501,Pedro Vance,45,36-49,New,192,2,6,6,2013-06-29,147,2,96,96
502,Sarah Simmons,45,36-49,Regular,653,16,30,23,2014-01-10,140,12,40,54
503,Brandy Chandra,44,36-49,New,871,16,33,23,2014-01-22,140,10,54,87
504,Jared Peterson,45,36-49,Regular,1020,16,42,25,2014-01-27,140,12,63,85
505,Dennis Wu,89,65 and Above,New,61,2,3,3,2013-12-08,141,7,30,8
506,Jordan Baker,89,65 and Above,New,44,2,4,3,2013-05-03,148,0,22,44
507,Jasmine Powell,53,50-64,New,845,16,36,22,2013-12-24,141,10,52,84
508,Nicholas Brown,54,50-64,New,748,16,36,24,2014-01-22,140,10,46,74
509,Isabella Russell,53,50-64,New,651,16,31,20,2014-01-20,140,11,40,59
510,Elizabeth Wilson,53,50-64,New,77,2,4,4,2013-05-14,148,0,38,77
511,Roger Harui,61,50-64,New,196,1,3,3,2013-07-29,146,0,196,196
512,Seth Roberts,66,65 and Above,New,257,5,16,14,2013-12-26,141,9,51,28
513,Caleb Perry,61,50-64,New,35,1,1,1,2013-03-13,150,0,35,35
514,Natalie Campbell,49,36-49,New,2320,1,1,1,2013-12-28,141,0,2320,2320
515,Alyssa Howard,60,50-64,New,863,1,5,5,2013-06-08,147,0,863,863
516,Dalton Diaz,60,50-64,New,40,1,2,2,2013-06-24,147,0,40,40
517,Shannon Huang,66,65 and Above,VIP,5930,2,4,4,2013-04-20,149,20,2965,296
518,Mya Gonzales,49,36-49,VIP,5915,2,5,5,2013-06-16,147,21,2957,281
519,Katherine Bryant,66,65 and Above,New,101,2,5,5,2013-08-23,145,2,50,50
520,Edward Washington,65,65 and Above,New,82,2,6,6,2013-11-11,142,1,41,82
521,Jerome Navarro,65,65 and Above,New,756,16,36,20,2014-01-11,140,10,47,75
522,Jada Morgan,65,65 and Above,New,822,16,32,24,2014-01-19,140,11,51,74
523,Ariana Peterson,48,36-49,New,44,2,4,3,2013-11-07,142,8,22,5
524,Christian Hughes,53,50-64,VIP,5888,2,4,4,2013-02-01,151,17,2944,346
525,Lucas Taylor,63,50-64,New,2377,1,3,3,2013-02-15,151,0,2377,2377
526,Alyssa Jackson,64,50-64,New,42,2,3,3,2013-10-17,143,2,21,21
527,Ariana Cook,64,50-64,VIP,5935,2,4,4,2013-02-22,151,17,2967,349
528,Katherine Diaz,52,50-64,New,2377,1,3,3,2013-02-03,151,0,2377,2377
529,Jenna Green,64,50-64,New,39,2,3,2,2013-11-01,142,9,19,4
530,Joan Washington,57,50-64,VIP,5959,2,6,6,2013-02-19,151,17,2979,350
531,Austin Bryant,62,50-64,VIP,5944,2,6,6,2013-02-04,151,17,2972,349
532,Andrew Martinez,62,50-64,New,572,16,26,18,2013-12-30,141,11,35,52
533,Nina Yuan,63,50-64,VIP,5875,2,3,3,2013-02-08,151,18,2937,326
534,Lauren Miller,63,50-64,New,44,2,4,3,2013-12-27,141,8,22,5
535,Ebony Gill,57,50-64,New,37,2,2,2,2014-01-10,140,8,18,4
536,Cameron Lewis,61,50-64,VIP,5919,2,4,4,2013-02-14,151,17,2959,348
537,Devin Nelson,62,50-64,VIP,5919,2,6,6,2013-03-15,150,18,2959,328
538,Logan Chow,56,50-64,VIP,5915,2,5,5,2013-03-21,150,18,2957,328
539,Dakota Ross,62,50-64,VIP,5873,2,2,2,2013-03-24,150,18,2936,326
540,Nicole Taylor,60,50-64,VIP,5895,2,3,3,2013-03-01,150,18,2947,327
541,Justin Washington,55,50-64,VIP,5997,2,6,6,2013-03-25,150,18,2998,333
542,Alberto Navarro,55,50-64,VIP,5958,2,5,5,2013-03-21,150,18,2979,331
543,Aidan Ross,61,50-64,VIP,5973,2,5,5,2013-04-13,149,19,2986,314
544,Alejandro Tang,46,36-49,New,34,1,3,3,2013-05-11,148,0,34,34
545,Sheena Chande,52,50-64,New,54,1,1,1,2013-12-21,141,0,54,54
546,Joel Garcia,46,36-49,New,89,1,2,2,2013-08-28,145,0,89,89
547,Reginald Dominguez,52,50-64,New,54,1,1,1,2013-07-13,146,0,54,54
548,Christine Chande,52,50-64,New,4460,2,5,4,2013-03-12,150,3,2230,1486
549,Cindy Sai,46,36-49,New,4976,3,5,4,2013-07-28,146,7,1658,710
550,Raymond Sanchez,51,50-64,VIP,7068,3,9,8,2013-11-11,142,23,2356,307
551,Crystal Liang,46,36-49,VIP,7024,3,9,8,2013-12-12,141,24,2341,292
552,Deb Torres,46,36-49,VIP,5241,3,5,5,2013-03-16,150,14,1747,374
553,Shannon Alvarez,NULL,65 and Above,New,54,1,1,1,2013-03-01,150,0,54,54
554,Eddie Rubio,53,50-64,New,35,1,1,1,2014-01-06,140,0,35,35
555,Sharon Luo,52,50-64,New,21,1,1,1,2013-08-22,145,0,21,21
556,Sydney Simmons,93,65 and Above,New,35,1,1,1,2013-05-08,148,0,35,35
557,Alexandria Henderson,88,65 and Above,New,35,1,1,1,2013-05-08,148,0,35,35
558,Lucas Evans,53,50-64,New,21,1,1,1,2013-12-21,141,0,21,21
559,Felicia Ramos,53,50-64,New,21,1,1,1,2013-08-08,145,0,21,21
560,Ivan Malhotra,52,50-64,New,21,1,1,1,2013-11-30,142,0,21,21
561,Frederick Subram,47,36-49,New,35,1,1,1,2013-11-29,142,0,35,35
562,Whitney Srini,47,36-49,New,54,1,1,1,2013-12-03,141,0,54,54
563,Briana Dominguez,53,50-64,Regular,4344,2,2,2,2013-03-11,150,13,2172,334
564,Jarrod Gonzalez,NULL,65 and Above,New,85,1,2,2,2013-06-26,147,0,85,85
565,Cesar Srini,54,50-64,New,54,1,1,1,2013-07-05,146,0,54,54
566,Jorge Liang,53,50-64,Regular,4369,2,2,2,2013-03-18,150,13,2184,336
567,Erik Diaz,54,50-64,New,35,1,1,1,2013-09-08,144,0,35,35
568,April Shan,52,50-64,Regular,1002,25,58,15,2014-01-07,140,12,40,83
569,Carla Perez,47,36-49,New,54,1,1,1,2013-03-15,150,0,54,54
570,Alexia Foster,53,50-64,VIP,6789,3,5,5,2013-09-20,144,20,2263,339
571,Troy Malhotra,48,36-49,New,35,1,1,1,2013-11-20,142,0,35,35
572,Kristin Andersen,54,50-64,Regular,4391,2,2,2,2013-03-14,150,12,2195,365
573,Joel Sai,54,50-64,New,4390,2,4,4,2013-03-20,150,3,2195,1463
574,Billy Moreno,48,36-49,New,4450,2,6,6,2013-03-08,150,3,2225,1483
575,Meagan Subram,49,36-49,New,35,1,1,1,2013-07-27,146,0,35,35
576,Karla Luo,54,50-64,New,35,1,1,1,2013-03-15,150,0,35,35
577,Jackson Campbell,55,50-64,VIP,6806,3,7,7,2013-09-16,144,20,2268,340
578,Micah Zhu,55,50-64,New,4486,2,3,3,2013-03-23,150,3,2243,1495
579,Janet Serrano,54,50-64,New,4344,2,2,1,2013-03-12,150,3,2172,1448
580,Trisha Huang,55,50-64,New,4406,2,4,4,2013-03-12,150,4,2203,1101
581,Clayton Beck,44,36-49,New,44,1,2,2,2013-07-31,146,0,44,44
582,Melvin Raje,86,65 and Above,New,35,1,1,1,2013-04-16,149,0,35,35
583,Cindy Jordan,NULL,65 and Above,New,237,5,11,9,2013-11-22,142,9,47,26
584,Claudia Ma,51,50-64,New,4379,2,3,3,2013-03-23,150,3,2189,1459
585,Karla Xu,54,50-64,New,4381,2,4,4,2013-04-08,149,4,2190,1095
586,Devin Carter,54,50-64,New,9,1,1,1,2013-09-16,144,0,9,9
587,Kari Perez,49,36-49,New,50,1,1,1,2014-01-10,140,0,50,50
588,Alberto Romero,54,50-64,New,9,1,1,1,2013-10-28,143,0,9,9
589,Kevin Bryant,50,50-64,New,4540,2,5,5,2013-04-09,149,5,2270,908
590,Candace Mehta,55,50-64,New,4369,2,2,2,2013-05-12,148,6,2184,728
591,Ebony Malhotra,50,50-64,New,15,1,2,2,2013-06-04,147,0,15,15
592,Erika Diaz,45,36-49,New,4384,2,4,4,2013-05-23,148,5,2192,876
593,Stacey Lu,57,50-64,VIP,5895,2,3,3,2013-05-23,148,28,2947,210
594,Darrell Raji,41,36-49,VIP,5875,2,3,3,2013-05-12,148,28,2937,209
595,Armando Moreno,43,36-49,VIP,5908,2,3,3,2013-06-19,147,29,2954,203
596,Corey Goel,40,36-49,New,89,1,2,2,2013-08-17,145,0,89,89
597,Sebastian Howard,41,36-49,New,35,1,1,1,2013-12-30,141,0,35,35
598,Roger Raje,56,50-64,New,50,1,3,3,2013-10-01,143,0,50,50
599,Janelle Chandra,42,36-49,New,35,1,1,1,2014-01-05,140,0,35,35
600,Meredith Ruiz,42,36-49,Regular,4548,2,5,4,2013-03-24,150,12,2274,379
601,Melody Diaz,42,36-49,VIP,5957,2,6,6,2013-06-12,147,29,2978,205
602,Linda Rubio,43,36-49,New,35,1,1,1,2013-05-06,148,0,35,35
603,Ivan Raman,42,36-49,VIP,5932,2,6,6,2013-06-07,147,29,2966,204
604,Larry Gill,43,36-49,New,35,1,1,1,2013-07-10,146,0,35,35
605,Geoffrey Gonzalez,43,36-49,VIP,6767,3,5,5,2013-10-08,143,21,2255,322
606,Edgar Sanchez,43,36-49,VIP,6786,3,7,7,2013-10-16,143,21,2262,323
607,Heidi Subram,43,36-49,New,4344,2,2,2,2013-02-28,151,11,2172,394
608,Melody Ramos,39,36-49,VIP,5922,2,5,5,2013-06-28,147,29,2961,204
609,Clinton Moreno,39,36-49,VIP,5913,2,4,4,2013-06-10,147,29,2956,203
610,Cesar Madan,44,36-49,New,35,1,1,1,2013-12-13,141,0,35,35
611,Eugene Ye,44,36-49,VIP,6872,3,9,9,2013-11-23,142,22,2290,312
612,Blake Collins,45,36-49,VIP,6786,3,6,6,2013-11-01,142,22,2262,308
613,Ernest Lin,40,36-49,VIP,5873,2,2,2,2013-06-29,147,29,2936,202
614,Keith Andersen,40,36-49,VIP,6795,3,6,6,2013-11-18,142,21,2265,323
615,Meredith Prasad,44,36-49,New,4381,2,4,4,2013-04-24,149,11,2190,398
616,Katrina Sharma,44,36-49,New,4438,2,5,5,2013-04-05,149,11,2219,403
617,Dwayne Navarro,44,36-49,VIP,5205,3,7,6,2013-04-13,149,14,1735,371
618,Casey Nath,45,36-49,VIP,5253,3,10,10,2013-04-15,149,14,1751,375
619,Sean Brooks,61,50-64,VIP,5935,2,4,4,2013-04-07,149,19,2967,312
620,Brian Ramirez,61,50-64,New,2370,1,4,4,2013-02-09,151,0,2370,2370
621,Sierra Young,47,36-49,New,633,16,29,18,2013-12-02,141,10,39,63
622,Megan Rodriguez,47,36-49,New,44,2,4,3,2013-07-27,146,5,22,8
623,Leah She,47,36-49,New,123,2,6,6,2013-10-30,143,2,61,61
624,Gabriel Allen,46,36-49,New,133,2,5,5,2013-06-15,147,2,66,66
625,Angela Perry,47,36-49,VIP,5948,2,5,5,2013-04-26,149,19,2974,313
626,Ryan Smith,41,36-49,VIP,5898,2,2,2,2013-04-24,149,19,2949,310
627,Zachary Moore,47,36-49,VIP,5913,2,4,4,2013-04-23,149,19,2956,311
628,Destiny Rogers,47,36-49,VIP,5959,2,4,4,2013-04-07,149,19,2979,313
629,Dalton Gray,47,36-49,New,50,2,4,4,2013-11-09,142,3,25,16
630,Mariah Wood,48,36-49,VIP,5875,2,3,3,2013-03-31,150,18,2937,326
631,Isaiah Wright,49,36-49,VIP,5930,2,4,4,2013-04-18,149,19,2965,312
632,Haley Powell,48,36-49,VIP,5933,2,3,3,2013-04-27,149,19,2966,312
